(`id`, `poke_id`, `alt_id`, `poke_name`, `alter_poke_name`, `scyther_name`, `pokeapi_id`, `hp`, `attack`, `defense`, `spatk`, `spdef`, `speed`, `male`, `female`, `genderless`, `type_1`, `type_2`, `ability_1`, `ability_2`, `hidden_ability`, `classification`, `height`, `weight`, `capture_rate`, `base_egg_steps`, `base_happiness`, `ev`, `egg_group_1`, `egg_group_2`, `female_spec_sprite`, `female_spec_icon`, `platform`, `evo_level`, `canon`) VALUES
(1, 1, 0, 'Bulbasaur', '', 'Bulbasaur ', '', 45, 49, 49, 65, 65, 45, 88, 12, 0, 'Grass', 'Poison', 'Overgrow', 'None', 'Chlorophyll', 'Seed', '7', '69', 45, '5355', 70, '0,0,0,1,0,0', 'Plant', 'Monster', NULL, NULL, 20, 16, 'canon'),
(932, 744, 0, 'Rockruff', '', 'Rockruff ', '', 45, 65, 40, 30, 40, 60, 50, 50, 0, 'Rock', 'None', 'Keen Eye', 'Vital Spirit', 'Steadfast', 'Puppy', '5', '92', 190, '4080', 70, '0,1,0,0,0,0', 'Ground', 'None', NULL, NULL, -14, 25, 'canon'),
(933, 745, 2, 'Lycanroc', '(Dusk)', 'Lycanroc (Dusk)', '', 75, 117, 65, 55, 65, 110, 50, 50, 0, 'Rock', 'None', 'Tough Claws', 'None', 'None', 'Wolf', '8', '250', 90, '4080', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 0, 0, 'canon'),
(934, 745, 0, 'Lycanroc', '(Midday)', 'Lycanroc (Midday)', '', 75, 115, 65, 55, 65, 112, 50, 50, 0, 'Rock', 'None', 'Keen Eye', 'Sand Rush', 'Steadfast', 'Wolf', '8', '250', 90, '4080', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, -14, 0, 'canon'),
(935, 745, 1, 'Lycanroc', '(Midnight)', 'Lycanroc (Midnight)', '', 85, 115, 75, 55, 75, 82, 50, 50, 0, 'Rock', 'None', 'Keen Eye', 'Vital Spirit', 'No Guard', 'Wolf', '11', '250', 90, '4080', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, -14, 0, 'canon'),
(936, 746, 1, 'Wishiwashi', '(School)', 'Wishiwashi (School)', '', 45, 140, 130, 140, 135, 30, 50, 50, 0, 'Water', 'None', 'Schooling', 'None', 'None', 'Small Fry', '82', '786', 60, '4080', 70, '1,0,0,0,0,0', 'Water2', 'None', NULL, NULL, -14, 0, 'canon'),
(937, 746, 0, 'Wishiwashi', '', 'Wishiwashi ', '', 45, 20, 20, 25, 25, 40, 50, 50, 0, 'Water', 'None', 'Schooling', 'None', 'None', 'Small Fry', '2', '3', 60, '4080', 70, '1,0,0,0,0,0', 'Water2', 'None', NULL, NULL, -14, 0, 'canon'),
(938, 747, 0, 'Mareanie', '', 'Mareanie ', '', 50, 53, 62, 43, 52, 45, 50, 50, 0, 'Poison', 'Water', 'Merciless', 'Limber', 'Regenerator', 'Brutal Star', '4', '80', 190, '5355', 70, '0,0,1,0,0,0', 'Water1', 'None', NULL, NULL, -14, 38, 'canon'),
(939, 748, 0, 'Toxapex', '', 'Toxapex ', '', 50, 63, 152, 53, 142, 35, 50, 50, 0, 'Poison', 'Water', 'Merciless', 'Limber', 'Regenerator', 'Brutal Star', '7', '145', 75, '5355', 70, '0,0,2,0,0,0', 'Water1', 'None', NULL, NULL, -14, 0, 'canon'),
(940, 749, 0, 'Mudbray', '', 'Mudbray ', '', 70, 100, 70, 45, 55, 45, 50, 50, 0, 'Ground', 'None', 'Own Tempo', 'Stamina', 'Inner Focus', 'Donkey', '10', '1100', 190, '5355', 70, '0,1,0,0,0,0', 'Ground', 'None', NULL, NULL, -14, 30, 'canon'),
(941, 750, 0, 'Mudsdale', '', 'Mudsdale ', '', 100, 125, 100, 55, 85, 35, 50, 50, 0, 'Ground', 'None', 'Own Tempo', 'Stamina', 'Inner Focus', 'Draft Horse', '25', '9200', 60, '5355', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 2, 0, 'canon'),
(942, 751, 0, 'Dewpider', '', 'Dewpider ', '', 38, 40, 52, 40, 72, 27, 50, 50, 0, 'Water', 'Bug', 'Water Bubble', 'None', 'Water Absorb', 'Water Bubble', '3', '40', 200, '4080', 70, '0,0,0,0,1,0', 'Bug', 'Water1', NULL, NULL, -14, 22, 'canon'),
(943, 752, 0, 'Araquanid', '', 'Araquanid ', '', 68, 70, 92, 50, 132, 42, 50, 50, 0, 'Water', 'Bug', 'Water Bubble', 'None', 'Water Absorb', 'Water Bubble', '18', '820', 100, '4080', 70, '0,0,0,0,2,0', 'Bug', 'Water1', NULL, NULL, -14, 0, 'canon'),
(944, 753, 0, 'Fomantis', '', 'Fomantis ', '', 40, 55, 35, 50, 35, 35, 50, 50, 0, 'Grass', 'None', 'Leaf Guard', 'None', 'Contrary', 'Sickle Grass', '3', '15', 190, '5355', 70, '0,1,0,0,0,0', 'Plant', 'None', NULL, NULL, -13, 34, 'canon'),
(945, 754, 0, 'Lurantis', '', 'Lurantis ', '', 70, 105, 90, 80, 90, 45, 50, 50, 0, 'Grass', 'None', 'Leaf Guard', 'None', 'Contrary', 'Bloom Sickle', '9', '185', 75, '5355', 70, '0,2,0,0,0,0', 'Plant', 'None', NULL, NULL, -13, 0, 'canon'),
(946, 755, 0, 'Morelull', '', 'Morelull ', '', 40, 35, 55, 65, 75, 15, 50, 50, 0, 'Grass', 'Fairy', 'Illuminate', 'Effect Spore', 'Rain Dish', 'Illuminating', '2', '15', 190, '5355', 70, '0,0,0,0,1,0', 'Plant', 'None', NULL, NULL, -14, 24, 'canon'),
(947, 756, 0, 'Shiinotic', '', 'Shiinotic ', '', 60, 45, 80, 90, 100, 30, 50, 50, 0, 'Grass', 'Fairy', 'Illuminate', 'Effect Spore', 'Rain Dish', 'Illuminating', '10', '115', 75, '5355', 70, '0,0,0,0,2,0', 'Plant', 'None', NULL, NULL, -14, 0, 'canon'),
(948, 757, 0, 'Salandit', '', 'Salandit ', '', 48, 44, 40, 71, 40, 77, 88, 12, 0, 'Poison', 'Fire', 'Corrosion', 'None', 'Oblivious', 'Toxic Lizard', '6', '48', 120, '5355', 70, '0,0,0,0,0,1', 'Dragon', 'Monster', NULL, NULL, -14, 33, 'canon'),
(949, 758, 0, 'Salazzle', '', 'Salazzle ', '', 68, 64, 60, 111, 60, 117, 0, 100, 0, 'Poison', 'Fire', 'Corrosion', 'None', 'Oblivious', 'Toxic Lizard', '12', '222', 45, '5355', 70, '0,0,0,0,0,2', 'Dragon', 'Monster', NULL, NULL, 0, 0, 'canon'),
(950, 759, 0, 'Stufful', '', 'Stufful ', '', 70, 75, 50, 45, 50, 50, 50, 50, 0, 'Normal', 'Fighting', 'Fluffy', 'Klutz', 'Cute Charm', 'Flailing', '5', '68', 140, '4080', 70, '0,1,0,0,0,0', 'Ground', 'None', NULL, NULL, -13, 27, 'canon'),
(951, 760, 0, 'Bewear', '', 'Bewear ', '', 120, 125, 80, 55, 60, 60, 50, 50, 0, 'Normal', 'Fighting', 'Fluffy', 'Klutz', 'Cute Charm', 'Strong Arm', '21', '1350', 70, '4080', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, -13, 0, 'canon'),
(952, 761, 0, 'Bounsweet', '', 'Bounsweet ', '', 42, 30, 38, 30, 38, 32, 0, 100, 0, 'Grass', 'None', 'Leaf Guard', 'Oblivious', 'Sweet Veil', 'Fruit', '3', '32', 235, '5355', 70, '1,0,0,0,0,0', 'Plant', 'None', NULL, NULL, -13, 18, 'canon'),
(953, 762, 0, 'Steenee', '', 'Steenee ', '', 52, 40, 48, 40, 48, 62, 0, 100, 0, 'Grass', 'None', 'Leaf Guard', 'Oblivious', 'Sweet Veil', 'Fruit', '7', '82', 120, '5355', 70, '0,0,0,0,0,2', 'Plant', 'None', NULL, NULL, -13, 0, 'canon'),
(954, 763, 0, 'Tsareena', '', 'Tsareena ', '', 72, 120, 98, 50, 98, 72, 0, 100, 0, 'Grass', 'None', 'Leaf Guard', 'Queenly Majesty', 'Sweet Veil', 'Fruit', '12', '214', 45, '5355', 70, '0,3,0,0,0,0', 'Plant', 'None', NULL, NULL, -14, 0, 'canon'),
(955, 764, 0, 'Comfey', '', 'Comfey ', '', 51, 52, 90, 82, 110, 100, 25, 75, 0, 'Fairy', 'None', 'Flower Veil', 'Triage', 'Natural Cure', 'Posy Picker', '1', '3', 60, '5355', 70, '0,0,0,0,2,0', 'Plant', 'None', NULL, NULL, -14, 0, 'canon'),
(956, 765, 0, 'Oranguru', '', 'Oranguru ', '', 90, 60, 80, 90, 110, 60, 50, 50, 0, 'Normal', 'Psychic', 'Inner Focus', 'Telepathy', 'Symbiosis', 'Sage', '15', '760', 45, '5355', 70, '0,0,0,0,2,0', 'Ground', 'None', NULL, NULL, -14, 0, 'canon'),
(957, 766, 0, 'Passimian', '', 'Passimian ', '', 100, 120, 90, 40, 60, 80, 50, 50, 0, 'Fighting', 'None', 'Receiver', 'None', 'Defiant', 'Teamwork', '20', '828', 45, '5355', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, -14, 0, 'canon'),
(958, 767, 0, 'Wimpod', '', 'Wimpod ', '', 25, 35, 40, 20, 30, 80, 50, 50, 0, 'Bug', 'Water', 'Wimp Out', 'None', 'None', 'Turn Tail', '5', '120', 90, '5355', 70, '0,0,0,0,0,1', 'Water3', 'Bug', NULL, NULL, 12, 30, 'canon'),
(959, 768, 0, 'Golisopod', '', 'Golisopod ', '', 75, 125, 140, 60, 90, 40, 50, 50, 0, 'Bug', 'Water', 'Emergency Exit', 'None', 'None', 'Hard Scale', '20', '1080', 45, '5355', 70, '0,0,2,0,0,0', 'Water3', 'Bug', NULL, NULL, -14, 0, 'canon'),
(960, 769, 0, 'Sandygast', '', 'Sandygast ', '', 55, 55, 80, 70, 45, 15, 50, 50, 0, 'Ghost', 'Ground', 'Water Compaction', 'None', 'Sand Veil', 'Sand Heap', '5', '700', 140, '4080', 70, '0,0,1,0,0,0', 'Indeterminate', 'None', NULL, NULL, -13, 42, 'canon'),
(961, 770, 0, 'Palossand', '', 'Palossand ', '', 85, 75, 110, 100, 75, 35, 50, 50, 0, 'Ghost', 'Ground', 'Water Compaction', 'None', 'Sand Veil', 'Sand Castle', '13', '2500', 60, '4080', 70, '0,0,2,0,0,0', 'Indeterminate', 'None', NULL, NULL, -13, 0, 'canon'),
(962, 771, 0, 'Pyukumuku', '', 'Pyukumuku ', '', 55, 60, 130, 30, 130, 5, 50, 50, 0, 'Water', 'None', 'Innards Out', 'None', 'Unaware', 'Sea Cucumber', '3', '12', 60, '4080', 70, '0,0,0,0,2,0', 'Water1', 'None', NULL, NULL, -13, 0, 'canon'),
(963, 772, 0, 'Type: Null', '', 'Type: Null ', '', 95, 95, 95, 95, 95, 59, 0, 0, 100, 'Normal', 'None', 'Battle Armor', 'None', 'None', 'Synthetic', '19', '1205', 3, '30855', 0, '2,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(964, 773, 0, 'Silvally', '(Normal)', 'Silvally (Normal)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(965, 773, 1, 'Silvally', '(Bug)', 'Silvally (Bug)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(966, 773, 2, 'Silvally', '(Dark)', 'Silvally (Dark)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(967, 773, 3, 'Silvally', '(Dragon)', 'Silvally (Dragon)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(968, 773, 4, 'Silvally', '(Electric)', 'Silvally (Electric)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(969, 773, 5, 'Silvally', '(Fairy)', 'Silvally (Fairy)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(970, 773, 6, 'Silvally', '(Fighting)', 'Silvally (Fighting)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(971, 773, 7, 'Silvally', '(Fire)', 'Silvally (Fire)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(972, 773, 8, 'Silvally', '(Flying)', 'Silvally (Flying)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(973, 773, 9, 'Silvally', '(Ghost)', 'Silvally (Ghost)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(974, 773, 10, 'Silvally', '(Grass)', 'Silvally (Grass)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(975, 773, 11, 'Silvally', '(Ground)', 'Silvally (Ground)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(976, 773, 12, 'Silvally', '(Poison)', 'Silvally (Poison)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(977, 773, 13, 'Silvally', '(Psychic)', 'Silvally (Psychic)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(978, 773, 14, 'Silvally', '(Rock)', 'Silvally (Rock)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(979, 773, 15, 'Silvally', '(Steel)', 'Silvally (Steel)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(980, 773, 16, 'Silvally', '(Water)', 'Silvally (Water)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(981, 773, 17, 'Silvally', '(Ice)', 'Silvally (Ice)', '', 95, 95, 95, 95, 95, 95, 0, 0, 100, 'Normal', 'None', 'RKS System', 'None', 'None', 'Synthetic', '23', '1005', 3, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, 0, 0, 'canon'),
(982, 774, 4, 'Minior', '(Blue)', 'Minior (Blue)', '', 60, 100, 60, 100, 60, 120, 0, 0, 100, 'Rock', 'Flying', 'Shields Down', 'None', 'None', 'Meteor', '3', '3', 30, '6630', 70, '0,1,0,1,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(983, 774, 3, 'Minior', '(Green)', 'Minior (Green)', '', 60, 100, 60, 100, 60, 120, 0, 0, 100, 'Rock', 'Flying', 'Shields Down', 'None', 'None', 'Meteor', '3', '3', 30, '6630', 70, '0,1,0,1,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(984, 774, 5, 'Minior', '(Indigo)', 'Minior (Indigo)', '', 60, 100, 60, 100, 60, 120, 0, 0, 100, 'Rock', 'Flying', 'Shields Down', 'None', 'None', 'Meteor', '3', '3', 30, '6630', 70, '0,1,0,1,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(985, 774, 1, 'Minior', '(Orange)', 'Minior (Orange)', '', 60, 100, 60, 100, 60, 120, 0, 0, 100, 'Rock', 'Flying', 'Shields Down', 'None', 'None', 'Meteor', '3', '3', 30, '6630', 70, '0,1,0,1,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(986, 774, 0, 'Minior', '(Red)', 'Minior (Red)', '', 60, 100, 60, 100, 60, 120, 0, 0, 100, 'Rock', 'Flying', 'Shields Down', 'None', 'None', 'Meteor', '3', '3', 30, '6630', 70, '0,1,0,1,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(987, 774, 6, 'Minior', '(Violet)', 'Minior (Violet)', '', 60, 100, 60, 100, 60, 120, 0, 0, 100, 'Rock', 'Flying', 'Shields Down', 'None', 'None', 'Meteor', '3', '3', 30, '6630', 70, '0,1,0,1,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(988, 774, 2, 'Minior', '(Yellow)', 'Minior (Yellow)', '', 60, 100, 60, 100, 60, 120, 0, 0, 100, 'Rock', 'Flying', 'Shields Down', 'None', 'None', 'Meteor', '3', '3', 30, '6630', 70, '0,1,0,1,0,0', 'Mineral', 'None', NULL, NULL, -14, 0, 'canon'),
(989, 775, 0, 'Komala', '', 'Komala ', '', 65, 115, 65, 75, 95, 65, 50, 50, 0, 'Normal', 'None', 'Comatose', 'None', 'None', 'Drowsing', '4', '199', 45, '5355', 70, '0,2,0,0,0,0', 'Ground', 'None', NULL, NULL, 15, 0, 'canon'),
(990, 776, 0, 'Turtonator', '', 'Turtonator ', '', 60, 78, 135, 91, 85, 36, 50, 50, 0, 'Fire', 'Dragon', 'Shell Armor', 'None', 'None', 'Blast Turtle', '20', '2120', 70, '5355', 70, '0,0,2,0,0,0', 'Dragon', 'Monster', NULL, NULL, -13, 0, 'canon'),
(991, 777, 0, 'Togedemaru', '', 'Togedemaru ', '', 65, 98, 63, 40, 73, 96, 50, 50, 0, 'Electric', 'Steel', 'Iron Barbs', 'Lightningrod', 'Sturdy', 'Roly-Poly', '3', '33', 180, '2805', 70, '0,2,0,0,0,0', 'Fairy', 'Ground', NULL, NULL, -13, 0, 'canon'),
(992, 778, 0, 'Mimikyu', '', 'Mimikyu ', '', 55, 90, 80, 50, 105, 96, 50, 50, 0, 'Ghost', 'Fairy', 'Disguise', 'None', 'None', 'Disguise', '2', '7', 45, '5355', 70, '0,0,0,0,2,0', 'Indeterminate', 'None', NULL, NULL, -13, 0, 'canon'),
(993, 779, 0, 'Bruxish', '', 'Bruxish ', '', 68, 105, 70, 70, 70, 92, 50, 50, 0, 'Water', 'Psychic', 'Dazzling', 'Strong Jaw', 'Wonder Skin', 'Gnash Teeth', '9', '190', 80, '4080', 70, '0,2,0,0,0,0', 'Water2', 'None', NULL, NULL, -14, 0, 'canon'),
(994, 780, 0, 'Drampa', '', 'Drampa ', '', 78, 60, 85, 135, 91, 36, 50, 50, 0, 'Normal', 'Dragon', 'Berserk', 'Sap Sipper', 'Cloud Nine', 'Placid', '30', '1850', 70, '5355', 70, '0,0,0,2,0,0', 'Dragon', 'Monster', NULL, NULL, -14, 0, 'canon'),
(995, 781, 0, 'Dhelmise', '', 'Dhelmise ', '', 70, 131, 100, 86, 90, 40, 0, 0, 100, 'Ghost', 'Grass', 'Steelworker', 'None', 'None', 'Sea Creeper', '39', '2100', 25, '6630', 70, '0,2,0,0,0,0', 'Mineral', 'None', NULL, NULL, -6, 0, 'canon'),
(996, 782, 0, 'Jangmo-o', '', 'Jangmo-o ', '', 45, 55, 65, 45, 45, 45, 50, 50, 0, 'Dragon', 'None', 'Bulletproof', 'Soundproof', 'Overcoat', 'Scaly', '6', '297', 45, '10455', 70, '0,0,1,0,0,0', 'Dragon', 'None', NULL, NULL, -13, 35, 'canon'),
(997, 783, 0, 'Hakamo-o', '', 'Hakamo-o ', '', 55, 75, 90, 65, 70, 65, 50, 50, 0, 'Dragon', 'Fighting', 'Bulletproof', 'Soundproof', 'Overcoat', 'Scaly', '12', '470', 45, '10455', 70, '0,0,2,0,0,0', 'Dragon', 'None', NULL, NULL, -14, 45, 'canon'),
(998, 784, 0, 'Kommo-o', '', 'Kommo-o ', '', 75, 110, 125, 100, 105, 85, 50, 50, 0, 'Dragon', 'Fighting', 'Bulletproof', 'Soundproof', 'Overcoat', 'Scaly', '16', '782', 45, '10455', 70, '0,0,3,0,0,0', 'Dragon', 'None', NULL, NULL, -14, 0, 'canon'),
(999, 785, 0, 'Tapu Koko', '', 'Tapu Koko ', '', 70, 115, 85, 95, 75, 130, 0, 0, 100, 'Electric', 'Fairy', 'Electric Surge', 'None', 'Telepathy', 'Land Spirit', '18', '205', 3, '4080', 70, '0,0,0,0,0,3', 'No-eggs', 'None', NULL, NULL, -11, 0, 'canon'),
(1000, 786, 0, 'Tapu Lele', '', 'Tapu Lele ', '', 70, 85, 75, 130, 115, 95, 0, 0, 100, 'Psychic', 'Fairy', 'Psychic Surge', 'None', 'Telepathy', 'Land Spirit', '12', '186', 3, '4080', 70, '0,0,0,3,0,0', 'No-eggs', 'None', NULL, NULL, -2, 0, 'canon'),
(1001, 787, 0, 'Tapu Bulu', '', 'Tapu Bulu ', '', 70, 130, 115, 85, 95, 75, 0, 0, 100, 'Grass', 'Fairy', 'Grassy Surge', 'None', 'Telepathy', 'Land Spirit', '19', '455', 3, '4080', 70, '0,3,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1002, 788, 0, 'Tapu Fini', '', 'Tapu Fini ', '', 70, 75, 115, 95, 130, 85, 0, 0, 100, 'Water', 'Fairy', 'Misty Surge', 'None', 'Telepathy', 'Land Spirit', '13', '212', 3, '4080', 70, '0,0,0,0,3,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1003, 789, 0, 'Cosmog', '', 'Cosmog ', '', 43, 29, 31, 29, 31, 37, 0, 0, 100, 'Psychic', 'None', 'Unaware', 'None', 'None', 'Nebula', '2', '1', 45, '30855', 0, '1,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 43, 'canon'),
(1004, 790, 0, 'Cosmoem', '', 'Cosmoem ', '', 43, 29, 131, 29, 131, 37, 0, 0, 100, 'Psychic', 'None', 'Sturdy', 'None', 'None', 'Protostar', '1', '9999', 45, '30855', 0, '0,0,1,0,1,0', 'No-eggs', 'None', NULL, NULL, -14, 53, 'canon'),
(1005, 791, 0, 'Solgaleo', '', 'Solgaleo ', '', 137, 137, 107, 113, 89, 97, 0, 0, 100, 'Psychic', 'Steel', 'Full Metal Body', 'None', 'None', 'Sunne', '34', '2300', 45, '30855', 0, '0,3,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1006, 792, 0, 'Lunala', '', 'Lunala ', '', 137, 113, 89, 137, 107, 97, 0, 0, 100, 'Psychic', 'Ghost', 'Shadow Shield', 'None', 'None', 'Moone', '40', '1200', 45, '30855', 0, '0,0,0,3,0,0', 'No-eggs', 'None', NULL, NULL, -13, 0, 'canon'),
(1007, 793, 0, 'Nihilego', '', 'Nihilego ', '', 109, 53, 47, 127, 131, 103, 0, 0, 100, 'Rock', 'Poison', 'Beast Boost', 'None', 'None', 'Parasite', '12', '555', 45, '30855', 0, '0,0,0,0,3,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1008, 794, 0, 'Buzzwole', '', 'Buzzwole ', '', 107, 139, 139, 53, 53, 79, 0, 0, 100, 'Bug', 'Fighting', 'Beast Boost', 'None', 'None', 'Swollen', '24', '3336', 45, '30855', 0, '0,1,2,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1009, 795, 0, 'Pheromosa', '', 'Pheromosa ', '', 71, 137, 37, 137, 37, 151, 0, 0, 100, 'Bug', 'Fighting', 'Beast Boost', 'None', 'None', 'Lissome', '18', '250', 45, '30855', 0, '0,0,0,0,0,3', 'No-eggs', 'None', NULL, NULL, -12, 0, 'canon'),
(1010, 796, 0, 'Xurkitree', '', 'Xurkitree ', '', 83, 89, 71, 173, 71, 83, 0, 0, 100, 'Electric', 'None', 'Beast Boost', 'None', 'None', 'Glowing', '38', '1000', 45, '30855', 0, '0,0,0,3,0,0', 'No-eggs', 'None', NULL, NULL, -13, 0, 'canon'),
(1011, 797, 0, 'Celesteela', '', 'Celesteela ', '', 97, 101, 103, 107, 101, 61, 0, 0, 100, 'Steel', 'Flying', 'Beast Boost', 'None', 'None', 'Launch', '92', '9999', 45, '30855', 0, '0,1,1,1,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1012, 798, 0, 'Kartana', '', 'Kartana ', '', 59, 181, 131, 59, 31, 109, 0, 0, 100, 'Grass', 'Steel', 'Beast Boost', 'None', 'None', 'Drawn Sword', '3', '1', 45, '30855', 0, '0,3,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1013, 799, 0, 'Guzzlord', '', 'Guzzlord ', '', 223, 101, 53, 97, 53, 43, 0, 0, 100, 'Dark', 'Dragon', 'Beast Boost', 'None', 'None', 'Junkivore', '55', '8880', 45, '30855', 0, '3,0,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1014, 800, 2, 'Necrozma', '(Dawn)', 'Necrozma (Dawn)', '', 97, 113, 109, 157, 127, 77, 0, 0, 100, 'Psychic', 'Ghost', 'Prism Armor', 'None', 'None', 'Prism', '42', '3500', 255, '30855', 0, '0,0,0,3,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
(1015, 800, 1, 'Necrozma', '(Dusk)', 'Necrozma (Dusk)', '', 97, 157, 127, 113, 109, 77, 0, 0, 100, 'Psychic', 'Steel', 'Prism Armor', 'None', 'None', 'Prism', '38', '4600', 255, '30855', 0, '0,3,0,0,0,0', 'No-eggs', 'None', NULL, NULL, -14, 0, 'canon'),
